Name,Website,Phone number,City,Location,Search cities,Website active,Website check,Final URL,Source,Detail URL
Height Roofing & Waterproofing Ltd,https://heightroofing.com/,778-318-1979,Surrey,"10226 142A St, Surrey, BC, V3T 4Z7, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,not reachable or parked: https://heightroofing.com/: status=200 len=114 parked=True | https://www.heightroofing.com/: status=200 len=114 parked=True | http://heightroofing.com/: status=200 len=114 parked=True | http://www.heightroofing.com/: status=200 len=114 parked=True,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Height-Roofing-Waterproofing-Ltd/102580537.html
Highland Roofing Ltd,https://highlandroofingltd.ca/,778-908-8091,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://highlandroofingltd.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Highland-Roofing-Ltd/101032924.html
Homan Roofing Ltd,http://www.homan.ca/,604-514-9547,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,Yes,"roofing content, name match",https://www.homan.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Homan-Roofing-Ltd/3899095.html
Home Life Roofing Ltd,,604-445-9978,Surrey,"12521 90A Ave, Surrey, BC, V3V 1C5, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Home-Life-Roofing-Ltd/102584023.html
Hybrid Roofing & Exterior Solutions,,778-513-2777,Surrey,"Surrey, BC, Canada",Delta; Langley; North Vancouver; Port Moody; Surrey; West Vancouver; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Hybrid-Roofing-Exterior-Solutions/102853912.html
I M G Roofing Ltd,,604-591-6479,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/I-M-G-Roofing-Ltd/101028191.html
Ideal Roofing Ltd,,778-320-0500,Surrey,"12887 68th Avenue, Surrey, BC, V3W 7M1, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Ideal-Roofing-Ltd/101006015.html
Independent Roofing Ltd,,778-551-2130,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Independent-Roofing-Ltd/100856646.html
Iron Cross Roofing,,604-760-8425,Surrey,"12763 88 Ave, Surrey, BC, V3W 3J8, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Iron-Cross-Roofing/104468103.html
J Canadian Roofing,,778-681-1571,Surrey,"6368 133B St, Surrey, BC, V3X 1L5, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/J-Canadian-Roofing/102761156.html
JC Roofing Ltd,,604-365-9265,Surrey,"25-10051 155 St, Surrey, BC, V3R 0S1, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/JC-Roofing-Ltd/102025064.html
JGR Roofing & Disposal Ltd,,604-581-7601,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/JGR-Roofing-Disposal-Ltd/4255641.html
JJ Roofing,https://jjroofing.ca/,604-726-6345,Surrey,"6651 132 St, Surrey, BC, V3W 4L7, Canada",Delta; Kelowna; Langley; Surrey; Vernon; West Kelowna; White Rock,Yes,"roofing content, phone match, city match, regional match",https://jjroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/JJ-Roofing/4073460.html
Janda Roofing,,778-552-2026,Surrey,"9224 126A St, Surrey, BC, V3V 5G2, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Janda-Roofing/100770013.html
Jas-Mann Roofing,http://www.jas-mannroofingltd.ca/,778-402-6371,Surrey,"8194 132A St, Surrey, BC, V3W 8Y6, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: http://www.jas-mannroofingltd.ca/: HTTPConnectionPool(host='www.jas-mannroofingltd.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.jas-mannroofingltd.ca', port=80): Failed to resolve 'www.jas-mannroofingltd.ca' ([Errno 11001] getaddrinfo failed)"")) | https://www.jas-mannroofingltd.ca/: HTTPSC",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Jas-Mann-Roofing/100261940.html
Jas-Mann Roofing Ltd,http://jas-mannroofingltd.ca/,778-374-3225,Surrey,"8194 132A St, Surrey, BC, V3W 8Y6, Canada",Delta; Langley; Surrey; White Rock,No,"not reachable or parked: http://jas-mannroofingltd.ca/: HTTPConnectionPool(host='jas-mannroofingltd.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='jas-mannroofingltd.ca', port=80): Failed to resolve 'jas-mannroofingltd.ca' ([Errno 11001] getaddrinfo failed)"")) | https://jas-mannroofingltd.ca/: HTTPSConnectionPool(host='",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Jas-Mann-Roofing-Ltd/8067543.html
K & K Roofing,http://kandkroofing.ca/,604-537-3841,Surrey,"9135 139th Street, Surrey, BC, V3V 5X5, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,"not reachable or parked: http://kandkroofing.ca/: HTTPConnectionPool(host='kandkroofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='kandkroofing.ca', port=80): Failed to resolve 'kandkroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://kandkroofing.ca/: HTTPSConnectionPool(host='kandkroofing.ca', port=443): M",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/K-K-Roofing/102001526.html
K&K Roofing Ltd,,778-319-3374,Surrey,"9135 139 St, Surrey, BC, V3V 5X5, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/K-K-Roofing-Ltd/104563557.html
KDC Roofing Ltd,http://kdcroofing.ca/,604-218-7845,Surrey,"15166 Pheasant Dr, Surrey, BC, V3R 4X6, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,"not reachable or parked: http://kdcroofing.ca/: HTTPConnectionPool(host='kdcroofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='kdcroofing.ca', port=80): Failed to resolve 'kdcroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://kdcroofing.ca/: HTTPSConnectionPool(host='kdcroofing.ca', port=443): Max retries e",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/KDC-Roofing-Ltd/102351716.html
KS Roofing,,604-825-7812,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/KS-Roofing/101036478.html
Kahlon Roofing,,604-721-7945,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Kahlon-Roofing/100881467.html
Kaler Roofing Ltd,,604-597-2132,Surrey,"7479 144A St, Surrey, BC, V3S 0S3, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Kaler-Roofing-Ltd/104459888.html
Kang Roofing Ltd,,604-446-4613,Surrey,"14305 91 Ave, Surrey, BC, V3V 7T7, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Kang-Roofing-Ltd/102857735.html
Kanga Roofing,http://www.kangaroofing.ca/,604-240-9510,Surrey,"8013 144 St, Surrey, BC, V3W 5T3, Canada",Coquitlam; Delta; Langley; Maple Ridge; Pitt Meadows; Port Coquitlam; Surrey; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://kangaroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Kanga-Roofing/101146635.html
Kelowna roofer,,604-537-7999,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Kelowna-roofer/104405124.html
Kinnereth Roofing Company,,778-317-9040,Surrey,"11897 97 Ave, Surrey, BC, V3V 2C4, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Kinnereth-Roofing-Company/104273891.html
Landmark Roofing,,604-888-9451,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Landmark-Roofing/100847746.html
Lavang Roofing Ltd,,778-997-3467,Surrey,"13075 88 Ave, Surrey, BC, V3W 3K4, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Lavang-Roofing-Ltd/102580315.html
Lehal Damp Proofing Limited,,604-512-7692,Surrey,"15678 82 Ave, Surrey, BC, V4N 0R8, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Lehal-Damp-Proofing-Limited/102582571.html
Lfs Roofing Ltd.,,604-996-0231,Surrey,"13430 91 Ave, Surrey, BC, V3V 1E5, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Lfs-Roofing-Ltd/104287847.html
Lions Art Roofing,,236-558-7669,Surrey,"6927 143 St, Surrey, BC, V3W 5N9, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Lions-Art-Roofing/104430472.html
Low Cost Roofing Ltd,,604-618-5549,Surrey,"14268 70A Ave, Surrey, BC, V3W 0S8, Canada",Vancouver,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Low-Cost-Roofing-Ltd/101054131.html
Lower Mainland Roof Inspection & Consulting Ltd,,778-654-6875,Surrey,"12077 59 Ave, Surrey, BC, V3X 3L3, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Lower-Mainland-Roof-Inspection-Consulting-Ltd/101737089.html
M D Roofing,http://www.mdroofing.ca/,604-725-1315,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,roofing content,https://www.mdroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/M-D-Roofing/6072881.html
M N Roofing Ltd,,778-709-5132,Surrey,"13449 87B Ave, Surrey, BC, V3W 6G7, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/M-N-Roofing-Ltd/102581160.html
M.D. Roofing Ltd,,778-838-3767,Surrey,"7295 145A St, Surrey, BC, V3S 2Y8, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/M-D-Roofing-Ltd/102363785.html
MG Roofing & Siding,http://mgroofing.ca/,604-812-9721,Surrey,"12858 69A Ave, Surrey, BC, V3W 0P1, Canada",Vancouver,No,"not reachable or parked: http://mgroofing.ca/: HTTPConnectionPool(host='mgroofing.ca', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='mgroofing.ca', port=80): Failed to resolve 'mgroofing.ca' ([Errno 11001] getaddrinfo failed)"")) | https://mgroofing.ca/: HTTPSConnectionPool(host='mgroofing.ca', port=443): Max retries exceede",,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/MG-Roofing-Siding/100478151.html
MK Roofing Ltd,,604-512-5167,Surrey,"9544 125 St, Surrey, BC, V3V 4X7, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/MK-Roofing-Ltd/102709399.html
Ma Roofing Limited,,236-880-3545,Surrey,"12290 72A Ave, Surrey, BC, V3W 9J5, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Ma-Roofing-Limited/102851496.html
Macbeth Roofing Corp,http://www.macbethroof.com/,604-593-1044,Surrey,"73-13365-115 Avenue, Surrey, BC, V3R 0R8, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,not reachable or parked: http://www.macbethroof.com/: status=404 len=5890 parked=False | https://www.macbethroof.com/: status=404 len=5890 parked=False | https://macbethroof.com/: status=404 len=5890 parked=False | http://macbethroof.com/: status=404 len=5890 parked=False,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Macbeth-Roofing-Corp/100655732.html
Mainland Roofing Ltd,http://hazelmereroofing.ca/,122-767-6544,Surrey,"11033 164 St, Surrey, BC, V4N 4X9, Canada",Delta; Langley; Port Moody; Surrey; White Rock,Yes,"roofing content, name match, city match, regional match",https://www.hazelmereroofing.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Mainland-Roofing-Ltd/104200879.html
Maple Roofing Ltd,,604-721-8153,Surrey,"12875 93 Ave, Surrey, BC, V3V 6B6, Canada",Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Maple-Roofing-Ltd/100834306.html
Mattu Roofing,,604-572-3015,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Mattu-Roofing/100813492.html
Maure Roofing,,604-596-9881,Surrey,"Newton, MB, R0H 0Y0, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/Manitoba/Newton/Maure-Roofing/100993459.html
Mc Roofing Ltd.,,604-500-8536,Surrey,"2538 148 St, Surrey, BC, V4P 1N5, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Mc-Roofing-Ltd/102857398.html
Mejia Roofing Maintenance,,778-394-2082,Surrey,"19-11255 132 St, Surrey, BC, V3R 4R3, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Mejia-Roofing-Maintenance/100319571.html
Mid Valley Roofing,,604-539-8169,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Mid-Valley-Roofing/5217973.html
Monarch Exteriors Ltd,,778-883-0544,Surrey,"203-5679 177B St, Surrey, BC, V3S 4J2, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Monarch-Exteriors-Ltd/102579137.html
Mr Roofer Enterprises,,778-960-4183,Surrey,"BC, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Mr-Roofer-Enterprises/101502298.html
Muirs Roofing,,604-240-8443,Surrey,"12265 77A Ave, Surrey, BC, V3W 2W9, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Muirs-Roofing/2422312.html
NJ Roofing Ltd,,604-999-0629,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/NJ-Roofing-Ltd/101502705.html
New Way Roofing Ltd,,604-719-7927,Surrey,"7015 125A St, Surrey, BC, V3W 1N9, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/New-Way-Roofing-Ltd/104199312.html
Nexas Roofing Ltd,,604-377-6735,Surrey,"13385 84A Ave, Surrey, BC, V3W 6Y6, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Nexas-Roofing-Ltd/102578478.html
Noor Roofing Ltd,,778-847-7502,Surrey,"9705 130 St, Surrey, BC, V3T 3L2, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Noor-Roofing-Ltd/104199487.html
North Roofing Ltd,https://northroofs.com/,604-818-8955,Surrey,"15428 31 Ave, Surrey, BC, V3Z 3W4, Canada",Delta; Langley; Surrey; White Rock,No,not reachable or parked: https://northroofs.com/: status=404 len=3053 parked=False | https://www.northroofs.com/: status=404 len=3053 parked=False | http://northroofs.com/: status=404 len=3053 parked=False | http://www.northroofs.com/: status=404 len=3053 parked=False,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/North-Roofing-Ltd/102811863.html
Northside Roofing & Repair,,604-581-5222,Surrey,"12588 110 Ave, Surrey, BC, V3V 3J8, Canada",Port Moody,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Northside-Roofing-Repair/7621090.html
Nu Design Roofing Inc,,778-855-8619,Surrey,"13172 68A Ave, Surrey, BC, V3W 9Y3, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Nu-Design-Roofing-Inc/104561806.html
Oconnors Roofing,,604-597-4471,Surrey,"16390 82 Ave, Surrey, BC, V4N 0N8, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Oconnors-Roofing/102596953.html
Official Roofing,,604-725-8274,Surrey,"12385 68 Avenue, Surrey, BC, V3W 0Z6, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Official-Roofing/101045824.html
P & J Roofing Ltd,,604-655-8182,Surrey,"9157 Robertson Dr, Surrey, BC, V3V 6E9, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/P-J-Roofing-Ltd/104201554.html
Pace Roofing And Repairs,,778-395-5443,Surrey,"12774 113A Ave, Surrey, BC, V3V 3M4, Canada",Delta; Langley; Port Moody; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Pace-Roofing-And-Repairs/102856962.html
Pacific Peaks Roofing,http://pacificpeaks.ca/,604-888-3921,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,name match,https://pacificpeaks.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Pacific-Peaks-Roofing/4012664.html
Pacific Shores Roofing,,604-227-1929,Surrey,"BC, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Pacific-Shores-Roofing/100769690.html
Panjab Roofing Ltd,,236-558-2830,Surrey,"13252 64A Ave, Surrey, BC, V3W 7H9, Canada",Delta; Langley; Surrey; White Rock,No,no website listed,,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Panjab-Roofing-Ltd/102796616.html
Paragon Roofing BC,https://paragonroofingbc.ca/,604-358-3436,Surrey,"12233 92 Avenue, Surrey, BC, V3V 1G3, Canada",Delta; Langley; Port Moody; Surrey; White Rock,Yes,"roofing content, phone match, name match, city match, regional match",https://www.paragonroofingbc.ca/,YellowPages,https://www.yellowpages.ca/bus/British-Columbia/Surrey/Paragon-Roofing-BC/102580671.html
